id,image_url,image_url_small,image_url_cropped,name,upscaled_image
71971554,https://images.ygoprodeck.com/images/cards/71971554.jpg,https://images.ygoprodeck.com/images/cards_small/71971554.jpg,https://images.ygoprodeck.com/images/cards_cropped/71971554.jpg,Road Synchron,./Images Database/71971554.png
2322421,https://images.ygoprodeck.com/images/cards/2322421.jpg,https://images.ygoprodeck.com/images/cards_small/2322421.jpg,https://images.ygoprodeck.com/images/cards_cropped/2322421.jpg,Road Warrior,./Images Database/2322421.png
56339050,https://images.ygoprodeck.com/images/cards/56339050.jpg,https://images.ygoprodeck.com/images/cards_small/56339050.jpg,https://images.ygoprodeck.com/images/cards_cropped/56339050.jpg,Roar of the Earthbound Immortal,./Images Database/56339050.png
4587638,https://images.ygoprodeck.com/images/cards/4587638.jpg,https://images.ygoprodeck.com/images/cards_small/4587638.jpg,https://images.ygoprodeck.com/images/cards_cropped/4587638.jpg,Roaring Earth, 
19066538,https://images.ygoprodeck.com/images/cards/19066538.jpg,https://images.ygoprodeck.com/images/cards_small/19066538.jpg,https://images.ygoprodeck.com/images/cards_cropped/19066538.jpg,Roaring Ocean Snake, 
88279736,https://images.ygoprodeck.com/images/cards/88279736.jpg,https://images.ygoprodeck.com/images/cards_small/88279736.jpg,https://images.ygoprodeck.com/images/cards_cropped/88279736.jpg,Robbin' Goblin, 
83258273,https://images.ygoprodeck.com/images/cards/83258273.jpg,https://images.ygoprodeck.com/images/cards_small/83258273.jpg,https://images.ygoprodeck.com/images/cards_cropped/83258273.jpg,Robbin' Zombie, 
92421852,https://images.ygoprodeck.com/images/cards/92421852.jpg,https://images.ygoprodeck.com/images/cards_small/92421852.jpg,https://images.ygoprodeck.com/images/cards_cropped/92421852.jpg,Robolady, 
38601126,https://images.ygoprodeck.com/images/cards/38601126.jpg,https://images.ygoprodeck.com/images/cards_small/38601126.jpg,https://images.ygoprodeck.com/images/cards_cropped/38601126.jpg,Robot Buster Destruction Sword, 
44203504,https://images.ygoprodeck.com/images/cards/44203504.jpg,https://images.ygoprodeck.com/images/cards_small/44203504.jpg,https://images.ygoprodeck.com/images/cards_cropped/44203504.jpg,Robotic Knight, 
38916461,https://images.ygoprodeck.com/images/cards/38916461.jpg,https://images.ygoprodeck.com/images/cards_small/38916461.jpg,https://images.ygoprodeck.com/images/cards_cropped/38916461.jpg,Roboyarou, 
28143906,https://images.ygoprodeck.com/images/cards/28143906.jpg,https://images.ygoprodeck.com/images/cards_small/28143906.jpg,https://images.ygoprodeck.com/images/cards_cropped/28143906.jpg,Roc from the Valley of Haze, 
36187051,https://images.ygoprodeck.com/images/cards/36187051.jpg,https://images.ygoprodeck.com/images/cards_small/36187051.jpg,https://images.ygoprodeck.com/images/cards_cropped/36187051.jpg,Rock Band Xenoguitar, 
20781762,https://images.ygoprodeck.com/images/cards/20781762.jpg,https://images.ygoprodeck.com/images/cards_small/20781762.jpg,https://images.ygoprodeck.com/images/cards_cropped/20781762.jpg,Rock Bombardment, 
28168628,https://images.ygoprodeck.com/images/cards/28168628.jpg,https://images.ygoprodeck.com/images/cards_small/28168628.jpg,https://images.ygoprodeck.com/images/cards_cropped/28168628.jpg,Rock of the Vanquisher, 
68846917,https://images.ygoprodeck.com/images/cards/68846917.jpg,https://images.ygoprodeck.com/images/cards_small/68846917.jpg,https://images.ygoprodeck.com/images/cards_cropped/68846917.jpg,Rock Ogre Grotto #1, 
62193699,https://images.ygoprodeck.com/images/cards/62193699.jpg,https://images.ygoprodeck.com/images/cards_small/62193699.jpg,https://images.ygoprodeck.com/images/cards_cropped/62193699.jpg,Rock Ogre Grotto #2, 
57946551,https://images.ygoprodeck.com/images/cards/57946551.jpg,https://images.ygoprodeck.com/images/cards_small/57946551.jpg,https://images.ygoprodeck.com/images/cards_cropped/57946551.jpg,Rock Scales, 
82818645,https://images.ygoprodeck.com/images/cards/82818645.jpg,https://images.ygoprodeck.com/images/cards_small/82818645.jpg,https://images.ygoprodeck.com/images/cards_cropped/82818645.jpg,Rock Spirit, 
79850798,https://images.ygoprodeck.com/images/cards/79850798.jpg,https://images.ygoprodeck.com/images/cards_small/79850798.jpg,https://images.ygoprodeck.com/images/cards_cropped/79850798.jpg,Rocket Arrow Express, 
13317419,https://images.ygoprodeck.com/images/cards/13317419.jpg,https://images.ygoprodeck.com/images/cards_small/13317419.jpg,https://images.ygoprodeck.com/images/cards_cropped/13317419.jpg,Rocket Hand, 
46354113,https://images.ygoprodeck.com/images/cards/46354113.jpg,https://images.ygoprodeck.com/images/cards_small/46354113.jpg,https://images.ygoprodeck.com/images/cards_cropped/46354113.jpg,Rocket Hermos Cannon, 
53890795,https://images.ygoprodeck.com/images/cards/53890795.jpg,https://images.ygoprodeck.com/images/cards_small/53890795.jpg,https://images.ygoprodeck.com/images/cards_cropped/53890795.jpg,Rocket Jumper, 
27863269,https://images.ygoprodeck.com/images/cards/27863269.jpg,https://images.ygoprodeck.com/images/cards_small/27863269.jpg,https://images.ygoprodeck.com/images/cards_cropped/27863269.jpg,Rocket Pilder, 
30860696,https://images.ygoprodeck.com/images/cards/30860696.jpg,https://images.ygoprodeck.com/images/cards_small/30860696.jpg,https://images.ygoprodeck.com/images/cards_cropped/30860696.jpg,Rocket Warrior,./Images Database/30860696.png
51987572,https://images.ygoprodeck.com/images/cards/51987572.jpg,https://images.ygoprodeck.com/images/cards_small/51987572.jpg,https://images.ygoprodeck.com/images/cards_cropped/51987572.jpg,Rockstone Token, 
51987571,https://images.ygoprodeck.com/images/cards/51987571.jpg,https://images.ygoprodeck.com/images/cards_small/51987571.jpg,https://images.ygoprodeck.com/images/cards_cropped/51987571.jpg,Rockstone Warrior, 
95515060,https://images.ygoprodeck.com/images/cards/95515060.jpg,https://images.ygoprodeck.com/images/cards_small/95515060.jpg,https://images.ygoprodeck.com/images/cards_cropped/95515060.jpg,Rod of Silence - Kay'est, 
94793422,https://images.ygoprodeck.com/images/cards/94793422.jpg,https://images.ygoprodeck.com/images/cards_small/94793422.jpg,https://images.ygoprodeck.com/images/cards_cropped/94793422.jpg,Rod of the Mind's Eye, 
13478040,https://images.ygoprodeck.com/images/cards/13478040.jpg,https://images.ygoprodeck.com/images/cards_small/13478040.jpg,https://images.ygoprodeck.com/images/cards_cropped/13478040.jpg,Rodenut, 
91939608,https://images.ygoprodeck.com/images/cards/91939608.jpg,https://images.ygoprodeck.com/images/cards_small/91939608.jpg,https://images.ygoprodeck.com/images/cards_cropped/91939608.jpg,Rogue Doll, 
